Property Name,Price,House Type,Area in sq ft,No. of Bedrooms,No. of Bathrooms,Location,Postal Code
Thorkhill Road,1000000,House,1714,5,5,Thames Ditton,KT7 0UG
Willow Avenue,2850000,New development,2767,3,3,Barnes,SW13 0LT
Crealock Street,825000,Flat / Apartment,1055,3,3,Wandsworth,SW18 2BS
Murray Road,1600000,House,2825,5,5,Northwood,HA6 2YP
The Riverside Apartment,8950000,Flat / Apartment,3701,3,3, 50 Shad Thames,SE1 2LY
Alwyne Road,4750000,House,4002,5,5,Canonbury,N1 2HN
Courtenay Avenue,16999999,House,11733,9,9,Highgate,N6 4LR
Lindfield Gardens,1250000,Flat / Apartment,1332,3,3,Hampstead,NW3 6PX
Portland Place,1050000,Flat / Apartment,631,2,2,Marylebone,W1B 1NX
Common Road,5000000,House,5156,6,6,Stanmore,HA7 3JF
Aissele Place,899950,House,1743,3,3, Esher,KT10 9RL
Claremont End,2650000,House,4141,5,5,Esher,KT10 9LZ
Belgrave Road,850000,Flat / Apartment,1100,2,2,Pimlico,SW1V 2BH
Galesbury Road,1350000,House,1867,4,4,Wandsworth,SW18 2RL
Alma Road,1825000,House,2140,4,4, Wandsworth,SW18 1AB
St. Ann's Hill,2350000,House,3801,7,7,Wandsworth,SW18 2RS
Burnell House,800000,Penthouse,1039,3,3,55 Peloton Avenue,E20 1GY
Elm Tree Court,1100000,Flat / Apartment,1152,3,3,Elm Tree Road,NW8 9JT
St. Thomas's Mews,799950,House,1160,3,3, Putney,SW18 1AX
Hallowell Road,500000,House,792,2,2,Northwood,HA6 1DU
Southgate Road,1675000,House,1845,5,5,Islington,N1 3HX
Welsby Court,700000,Flat / Apartment,964,2,2,Eaton Rise,W5 2EX
Gloucester Road,1400000,House,2151,5,5,Ealing,W5 4JB
Christian Court,489000,Flat / Apartment,660,2,2,Rotherhithe Street,SE16 5UA
Hollywood Court,1395000,Penthouse,831,2,2,Hollywood Road,SW10 9HR
Chiswick High Road,695000,Flat / Apartment,784,2,2,Chiswick,W4 1TE
The Oxygen,500000,Flat / Apartment,822,2,2,18 Western Gateway,E16 1BL
Lombard Wharf,950000,Flat / Apartment,880,2,2, Battersea,SW11 3GN
Ashley Gardens,1525000,Flat / Apartment,1215,2,2,Thirleby Road,SW1P 1HN
Hanover Gate Mansions,649950,Flat / Apartment,510,1,1,Park Road,NW1 4SN
Rutland Gate,3495000,Penthouse,1409,3,3,Knightsbridge,SW7 1PL
Warrington Crescent,4250000,Flat / Apartment,2750,4,4,Little Venice,W9 1EL
Copsem Drive,2125000,House,3763,5,5,Esher,KT10 9HD
The Lab Building,450000,Flat / Apartment,386,1,1, Clerkenwell,EC1R 4TW
St. George's Drive,650000,Flat / Apartment,458,2,2,Pimlico,SW1V 4DJ
Rose Square,3850000,New development,1776,3,3,Fulham Road,SW3 6RS
Albert Gate Court,5500000,Flat / Apartment,2651,4,4,124 Knightsbridge,SW1X 7PE
Chelsea Towers,1300000,Flat / Apartment,832,2,2,Chelsea Manor Gardens,SW3 5PN
Warrington Crescent,1150000,Flat / Apartment,928,2,2,Little Venice,W9 1EL
Madrid Road,2950000,House,3953,4,4,Barnes,SW13 9PD
"Park Terrace, Warriner Gardens",2795000,House,2768,4,4,Battersea,SW11 4XW
Addison Park Mansions,1150000,Flat / Apartment,1100,3,3,Richmond Way,W14 0EB
Weston Green Road,1200000,House,1813,4,4,Thames Ditton,KT7 0HY
Bonney Terrace,1900000,House,2090,4,4,Ravenscourt Park,W6 0SN
King Street,550000,Flat / Apartment,517,1,1,Hammersmith,W6 0RR
Hendham Road,1550000,House,1777,4,4,Wandsworth,SW17 7DH
Sandy Lane,2195000,House,3467,5,5,Teddington,TW11 0DR
Timber Yard,1000000,Flat / Apartment,902,1,1, Shoreditch,N1 6ND
Foyle Road,2500000,New development,3682,5,5,Blackheath,SE3 7RH
Book House,650000,Flat / Apartment,797,2,2,45 East Hill,SW18 2QZ
Palace Court,1950000,Flat / Apartment,1883,3,3,Hampstead,NW3 6DN
Stevens Lane,1195000,House,2389,4,4, Esher,KT10 0TT
Coleherne Court,2750000,Flat / Apartment,1821,4,4,Old Brompton Road,SW5 0ED
Clancarty Road,2800000,House,2682,5,5,Fulham,SW6 3BB
Christchurch Road,7000000,House,6388,8,8,East Sheen,SW14 7AN
Chandlers Avenue,395000,Flat / Apartment,553,1,1,Greenwich,SE10 0NN
Elgin Avenue,685000,Flat / Apartment,661,2,2,Maida Vale,W9 1NH
Ashlar Court,795000,Flat / Apartment,986,2,2,21 Ravenscourt Gardens,W6 0TU
Lanark Mansions,600000,Flat / Apartment,570,2,2,14 Lanark Road,W9 1DB
Hermitage Court,775000,Flat / Apartment,832,3,3,Knighten Street,E1W 1PW
Television Centre,1175000,Flat / Apartment,880,2,2,3 Wood Crescent,W12 7GN
Regents Park Road,3000000,Flat / Apartment,1901,4,4,Primrose Hill,NW1 7TX
Ormond Road,1895000,House,1772,4,4,Richmond,TW10 6TH
Elgin Avenue,975000,Flat / Apartment,787,2,2,Maida Vale,W9 2NS
Cholmeley Park,2650000,Penthouse,2402,5,5,Highgate,N6 5AD
Castelnau Court,575000,Flat / Apartment,793,3,3, Barnes,SW13 9DH
Boscobel Place,4400000,House,2087,4,4,Belgravia,SW1W 9PE
Haverstock Hill,1100000,Flat / Apartment,908,2,2,Hampstead,NW3 2BD
Charlotte Lodge,430000,Flat / Apartment,826,2,2, Esher,KT10 0LR
Coleherne Court,1495000,Flat / Apartment,971,2,2,The Little Boltons,SW5 0DL
Lonsdale Road,3250000,House,3203,5,5,Barnes,SW13 9ED
Elmhurst Mansions,599950,Flat / Apartment,680,2,2,Edgeley Road,SW4 6HA
The Butts,1495000,House,2322,4,4,Brentford,TW8 8BJ
Colinette Road,940000,Flat / Apartment,1155,2,2,Putney,SW15 6QQ
Homefield Road,399950,Flat / Apartment,305,1,1,Wimbledon,SW19 4QF
Bow Quarter,365000,Flat / Apartment,415,1,1,60 Fairfield Road,E3 2UJ
Marlborough,750000,Flat / Apartment,892,2,2,Maida Vale,W9 1RW
Wandsworth Common West Side,1850000,House,2247,5,5,Wandsworth,SW18 2EE
Bournebridge Lane,1825000,House,3918,6,6,Stapleford Abbotts,RM4 1LT
King Henrys Road,1000000,Flat / Apartment,892,2,2,Primrose Hill,NW3 3QP
Ascensis Tower,2250000,Flat / Apartment,1945,3,3, Battesea,SW18 1AY
Goldings Rise,775000,House,1285,3,3,Loughton,IG10 2QP
Oakley Square,3750000,House,4847,6,6,Camden,NW1 1NJ
Liverpool Road,750000,Flat / Apartment,880,2,2,Lower Holloway,N7 8PG
Jasmine House,500000,Flat / Apartment,680,2,2, Battersea,SW18 1GJ
Admiral Court,1600000,Flat / Apartment,1282,2,2, Chelsea Harbour,SW10 0UU
Seward Street,700000,Flat / Apartment,836,2,2,Clerkenwell,EC1V 3PA
Shirland Road,780000,Flat / Apartment,767,2,2,Maida Vale,W9 2EQ
Graham Terrace,2750000,House,1782,4,4,Belgravia,SW1W 8JE
Inglethorpe Street,1699000,House,1993,5,5,Fulham,SW6 6NX
Cedarside Apartments,800000,Flat / Apartment,937,2,2,3 Albert Road,NW6 5FT
Densham House,800000,Flat / Apartment,945,3,3, St. John's Wood,NW8 7NT
Horizons Tower,1250000,Flat / Apartment,1203,2,2, Canary Wharf,E14 9RG
Greenford Avenue,1250000,House,2804,5,5,Hanwell,W7 3QS
Stokenchurch Street,2750000,House,2605,6,6, Fulham,SW6 3TR
Great Titchfield Street,745000,Flat / Apartment,703,2,2,Fitzrovia,W1W 6RR
Dorland Court,525000,Flat / Apartment,654,2,2, Putney,SW15 2UG
Canaletto Tower,1150000,Flat / Apartment,882,2,2,257 City Road,EC1V 1AE
Forest Close,799999,House,2156,4,4,Waltham Abbey,EN9 3QR
Elsworthy Rise,1050000,New development,612,1,1,Primrose Hill,NW3 3DS
Bickenhall Street,2900000,Penthouse,1455,2,2,Marylebone,W1U 6BN
Upper Wimpole Street,11950000,House,7226,5,5,Marylebone,W1G 6LU
Sandown Avenue,3750000,House,5554,6,6,Esher,KT10 9NT
Leopold Court,850000,Flat / Apartment,1344,2,2, Esher,KT10 9BW
Fairfax Road,2800000,House,2959,5,5, Chiswick,W4 1EW
Cranley Gardens,1400000,Flat / Apartment,732,2,2,South Kensington,SW7 3BD
White Hart Lane,725000,Flat / Apartment,1242,2,2,Barnes,SW13 0PZ
Overstrand Mansions,850000,Flat / Apartment,838,2,2,Prince of Wales Drive,SW11 4HA
Tottenham Road,255000,Flat / Apartment,440,1,1,De Beauvoir,N1 4EP
Hollen Street,1500000,New development,843,1,1,Soho,W1F 8AZ
One Kensington Gardens,5950000,Penthouse,1993,3,3,4 De Vere Gardens,W8 5AE
Chi Building,550000,Flat / Apartment,893,2,2,54 Crowder Street,E1 0EZ
Patshull Road,500000,Flat / Apartment,418,1,1,Kentish Town,NW5 2JY
Ernle Road,2950000,House,3601,6,6,Wimbledon,SW20 0HJ
Vanderbilt Road,1135000,House,1675,4,4, Wandsworth,SW18 3BG
Potter Street,775000,House,1469,4,4,Northwood,HA6 1QH
Freegrove Road,1799500,House,2761,6,6,Holloway,N7 9RG
Dalston Lane,650000,Flat / Apartment,1018,2,2,Hackney,E8 1LX
Wild Hatch,2350000,House,2835,4,4,Hampstead Garden Suburb,NW11 7LD
Keepier Wharf,1900000,Flat / Apartment,1963,4,4, Limehouse,E14 8DH
Cambridge Road,1950000,House,1907,5,5,Barnes,SW13 0PG
Soval Court,950000,Flat / Apartment,1580,3,3, Northwood,HA6 2FS
Academy Gardens,4950000,New development,2011,2,2,Duchess of Bedfords Walk,W8 7QQ
Church Street,2685000,House,3873,6,6,Hampton,TW12 2EG
Nutley Terrace,3995000,House,3480,3,3,Hampstead,NW3 5BX
St. Edmunds Terrace,6975000,Flat / Apartment,2583,3,3,St John's Wood,NW8 7ED
Dunstable Mews,2250000,House,1269,2,2,Marylebone,W1G 6BT
Elm Grove Road,2595000,House,3100,5,5,Barnes,SW13 0BX
Abbotts Close,650000,Flat / Apartment,767,2,2, Islington,N1 2HJ
Carmichael Court,685000,Flat / Apartment,783,3,3, Barnes,SW13 0HA
Crescent Road,1650000,House,2809,4,4,Kingston upon Thames,KT2 7RF
Mint Street,600000,Flat / Apartment,1026,3,3,Bethnal Green,E2 6FX
Amhurst Road,515000,Flat / Apartment,518,1,1,Hackney,E8 1JH
Calico Apartments,699950,Flat / Apartment,743,2,2,18A Varden Street,E1 2AR
College Court,750000,Flat / Apartment,1072,4,4,Queen Caroline Street,W6 9DY
Battersea Park Road,599950,Flat / Apartment,657,2,2,Battersea,SW11 4ND
Maine Tower,1050000,New development,1075,3,3, Canary Wharf,E14 9DQ
Regency Walk,525000,Bungalow,583,2,2,Richmond,TW10 6AU
Pendant Court,575000,Flat / Apartment,810,2,2, Newham,E16 2TF
Yvon House,500000,Flat / Apartment,536,1,1,Alexandra Avenue,SW11 4GA
Norton House,795000,Flat / Apartment,753,2,2,Duke of Wellington Avenue,SE18 6EY
Coborn Mews,550000,Flat / Apartment,574,2,2,Coborn Street,E3 2AB
Television Centre,1235000,Flat / Apartment,960,2,2,4 Wood Crescent,W12 7GP
Montagu Square,2595000,Flat / Apartment,1452,3,3,Marylebone,W1H 2LW
Beech Drive,2350000,House,5303,5,5, Tadworth,KT20 6PP
Church Path,900000,House,1467,3,3,Bollo Bridge Road,W3 8AY
Prince Albert Court,2700000,Flat / Apartment,1665,3,3,33 Prince Albert Road,NW8 7LU
Apex House,650000,Flat / Apartment,798,3,3, Brick Lane,E1 6LF
Queensland Road,550000,New development,728,2,2,Highbury,N7 7EZ
Sigdon Road,1150000,House,1398,3,3,Hackney,E8 1AP
Weston Road,595000,Flat / Apartment,702,2,2,Chiswick,W4 5NH
Westover Hill,4850000,House,5613,5,5,Hampstead,NW3 7UH
Rusholme Road,3195000,House,4923,6,6,Putney,SW15 3JX
Ardwick Road,795000,New development,925,2,2,Fortune Green,NW2 2BX
Sudbrook Lane,3100000,House,3080,5,5,Richmond,TW10 7AY
Homestead Road,625000,Flat / Apartment,537,2,2,Fulham,SW6 7DB
Eltham Court,575000,New development,800,2,2, West Ealing,W13 8RA
High Street,1095000,House,1885,4,4,Esher,KT10 9QA
Moira Court,425000,Flat / Apartment,590,2,2,Balham High Road,SW17 7AQ
Purcell Mansions,1100000,Flat / Apartment,1335,3,3, Barons Court,W14 9TP
Fulham Park Gardens,1600000,Flat / Apartment,1763,4,4,Fulham,SW6 4JZ
Lonsdale Road,4500000,House,3908,6,6,Barnes,SW13 9JS
Grosvenor Gardens,1095000,House,1838,4,4,Woodford Green,IG8 0AR
Dolben Court,1200000,Flat / Apartment,1083,2,2,Montaigne Close,SW1P 4BB
Kingston House South,2495000,Flat / Apartment,1753,3,3,Ennismore Gardens,SW7 1NF
Cabul Road,1275000,House,1750,4,4,Battersea,SW11 2PN
Dalmeny Court,1500000,Flat / Apartment,798,2,2, St. James's,SW1Y 6BL
Shirland Road,600000,Flat / Apartment,630,2,2,Maida Vale,W9 2EL
Grand Drive,575000,House,971,3,3,Raynes Park,SW20 9DG
Mandalay Road,925000,Flat / Apartment,893,2,2,Clapham,SW4 9EE
Manor Road,1495000,House,2433,4,4, Loughton,IG10 4AD
Fielding Road,1300000,House,1347,3,3,Chiswick,W4 1DB
Schubert Road,1100000,Flat / Apartment,2043,4,4,Putney,SW15 2QS
Rivermead,1499000,House,3238,5,5,East Molesey,KT8 9AZ
The Heights,475000,Flat / Apartment,977,3,3, Watford,WD19 4PU
Addisland Court,1450000,Flat / Apartment,961,2,2,Holland Villas Road,W14 8DA
Fitzgerald Road,1995000,House,3443,5,5,Thames Ditton,KT7 0TU
Bazalgette Court,550000,Flat / Apartment,797,2,2,Great West Road,W6 9AG
Waldemar Avenue,1950000,House,2054,5,5,Bishops Park,SW6 5LU
Deodar Road,1375000,House,1360,3,3,Putney,SW15 2NJ
Boyd Building,440000,Flat / Apartment,847,2,2,10 Frobisher Yard,E16 2GY
Nottingham Place,3500000,Flat / Apartment,1956,3,3,Marylebone,W1U 5NH
Craig Tower,475000,Flat / Apartment,895,2,2, Bow,E3 4EF
Cavendish Road,825000,Flat / Apartment,1312,3,3,Brondesbury,NW6 7XP
Meadowbank,3500000,House,2956,5,5,Primrose Hill,NW3 3AY
Mogul Building,625000,Flat / Apartment,928,2,2, Stratford,E15 1FY
Boat Race House,1295000,New development,1487,2,2,63 Mortlake High Street,SW14 8HL
West Hill Road,2950000,House,2995,5,5,Putney,SW18 1LE
Porchester Road,899995,Flat / Apartment,834,2,2,Notting Hill,W2 5DP
Alvington Crescent,1300000,House,1907,4,4,Hackney,E8 2NW
Elizabeth Mews,1495000,House,1020,2,2,Belsize Park,NW3 4UH
Keble Place,795000,Flat / Apartment,922,2,2,Barnes,SW13 8HL
Chiswick Quay,1450000,House,2106,4,4,Chiswick,W4 3UR
Barmouth Road,765000,Flat / Apartment,993,2,2,Wandsworth,SW18 2DT
Ivory House,825000,Flat / Apartment,616,1,1,East Smithfield,E1W 1AT
Knivet Road,1575000,House,1703,4,4, Fulham,SW6 1JJ
Paget Place,1575000,House,2514,4,4,Kingston upon Thames,KT2 7HZ
Pond Street,875000,Flat / Apartment,943,2,2,Hampstead,NW3 2PS
Barrowgate Road,2850000,House,2833,5,5,Chiswick,W4 4QU
Bath Road,3500000,House,3775,7,7,Bedford Park,W4 1LJ
Bridge Street,2100000,House,2139,5,5,Chiswick,W4 5UF
Abbey Lodge,3750000,Flat / Apartment,2315,4,4, St John's Wood,NW8 7RJ
Blomfield Road,2450000,Flat / Apartment,1289,2,2,Little Venice,W9 2PD
Arena Tower,498000,Flat / Apartment,554,1,1, Canary Wharf,E14 9TA
Oxborough House,590000,Flat / Apartment,795,2,2,33 Eltringham Street,SW18 1GS
Park Mansions,850000,Flat / Apartment,975,3,3, Battersea,SW11 4HQ
Palace Road,4250000,House,6632,7,7,East Molesey,KT8 9DN
Manor House,1025000,Flat / Apartment,1070,3,3, Marylebone,NW1 5NP
Balcombe Street,520000,Flat / Apartment,411,1,1,Marylebone,NW1 6HD
Charlwood Road,1950000,House,2158,3,3,Putney,SW15 1PW
Corinthia Residences,8950000,New development,2956,3,3,10 Whitehall Place,SW1A 2BD
Lansdowne Drive,1295000,House,1364,3,3,Hackney,E8 3ER
Winterdown Road,775000,House,1149,2,2,Esher,KT10 8LJ
Dartmouth Terrace,410000,Flat / Apartment,547,1,1,Blackheath,SE10 8AX
Embassy Works,625000,Flat / Apartment,541,1,1,10-12 Lawn Lane,SW8 1UD
Beacon Tower,595000,Flat / Apartment,735,2,2,1 Spectrum Way,SW18 4GL
Tamarind Court,2650000,New development,1191,2,2,Stone Hall Gardens,W8 5UP
Wandsworth Common West Side,2500000,House,2882,6,6,Wandsworth,SW18 2ED
Queenstown Road,950000,House,1661,4,4,Battersea,SW8 3QD
Heath Rise,1225000,Flat / Apartment,2056,3,3, Putney,SW15 3HF
Pembridge Villas,1795000,Flat / Apartment,1118,2,2,Notting Hill,W11 3EL
The Woodlands,1000000,House,1666,3,3,Esher,KT10 8DD
Holroyd Road,2295000,House,2899,4,4,Putney,SW15 6LN
Campden Hill Court,5000000,Flat / Apartment,2248,4,4,Campden Hill Road,W8 7HX
Campion Road,2895000,House,3414,6,6,Putney,SW15 6NN
Freeland Road,3000000,House,4088,6,6,Ealing,W5 3HR
Edge Hill,3950000,New development,4438,5,5,Wimbledon,SW19 4NP
Gloucester Street,965000,Flat / Apartment,925,2,2,Pimlico,SW1V 2DB
Byfeld Gardens,2000000,House,2127,4,4,Barnes,SW13 9HP
Marryat Place,3450000,New development,3802,5,5,Wimbledon,SW19 5BL
West Eaton Place Mews,5650000,House,2753,4,4,Belgravia,SW1X 8LY
Foyle Road,2820000,New development,3900,5,5,Blackheath,SE3 7RH
Worple Avenue,2250000,House,2835,5,5,Wimbledon,SW19 4JQ
Speldhurst Road,1450000,House,1667,4,4,South Hackney,E9 7EH
Exchange Building,1850000,Penthouse,1836,2,2, Spitalfields,E1 6NQ
Doughty Street,3000000,House,3325,7,7,Bloomsbury,WC1N 2AA
Hatton Wall,1350000,Penthouse,1117,2,2,Clerkenwell,EC1N 8JJ
Dallington Street,625000,Flat / Apartment,636,1,1,Clerkenwell,EC1V 0DB
Marville Road,1650000,House,1576,4,4,Fulham,SW6 7BB
Inverness Street,450000,Flat / Apartment,500,1,1,Camden,NW1 7HB
Rosebery Avenue,850000,Flat / Apartment,848,2,2,Clerkenwell,EC1R 4UL
Hamilton Terrace,3950000,House,2803,5,5,St. John's Wood,NW8 9UG
Newcastle House,1195000,Flat / Apartment,678,1,1, Marylebone,W1U 5BR
Magdalen Road,650000,Flat / Apartment,1077,2,2,Wandsworth,SW18 3NY
Perrymead Street,3000000,House,3027,5,5, Parsons Green,SW6 3SN
Ceram Court,550000,Flat / Apartment,960,2,2, Bow,E3 3GW
Bristol House,1000000,Flat / Apartment,659,1,1,67 Lower Sloane Street,SW1W 8DD
Park Square East,9950000,House,4876,6,6,Regent's Park,NW1 4LH
Trefoil Road,1500000,House,2123,5,5,Wandsworth,SW18 2EQ
Plender Street,525000,Flat / Apartment,565,1,1,Camden,NW1 0LB
Abingdon Court,2100000,Flat / Apartment,1367,3,3, Kensington,W8 6BS
Geraldine Road,800000,Flat / Apartment,1044,2,2,Wandsworth,SW18 2NT
Glenalmond House,885000,Flat / Apartment,1113,3,3, Putney,SW15 3LP
Howards Lane,2395000,House,2881,5,5,Putney,SW15 6NZ
Maitland Court,1680000,Flat / Apartment,1502,3,3, Paddington,W2 3PD
Thornton Avenue,2000000,House,2178,4,4,Chiswick,W4 1QF
Corney Reach Way,1175000,House,1752,3,3,Chiswick,W4 2TY
Fulham Park Gardens,2350000,House,2720,6,6,Fulham,SW6 4JX
Bute Avenue,4200000,House,4591,6,6,Richmond,TW10 7AX
Chepstow Road,1550000,Flat / Apartment,1227,2,2,Notting Hill,W2 5BH
St. Dionis Road,2500000,House,2314,4,4, Fulham,SW6 4TT
Weststand Apartments,695000,Flat / Apartment,871,2,2,Highbury Stadium Square,N5 1FH
Harefield,775000,House,1368,3,3,Esher,KT10 9TG
Wandsworth Common West Side,2550000,House,2665,5,5,Wandsworth,SW18 2ED
Oyster Wharf,565000,Flat / Apartment,711,2,2, Battersea,SW11 3RJ
Block A,2500000,Flat / Apartment,1950,3,3,50 Holland Street,SE1 9FU
East Hill,885000,Flat / Apartment,920,2,2,Wandsworth,SW18 2HG
Sefton Street,399950,New development,362,1,1,Putney,SW15 1NA
Darwin Court,895000,Flat / Apartment,1013,2,2, Primrose Hill,NW1 7BQ
Television Centre,1160000,New development,861,2,2,101 Wood Lane,W12 7FT
Atrium Apartments,2500000,Flat / Apartment,1227,2,2, St John's Wood,NW8 7EA
Langdon Park Road,2500000,House,3613,7,7,Highgate,N6 5QG
Birkbeck Road,1175000,House,1601,4,4,Wimbledon,SW19 8NZ
Loddiges Road,360000,Flat / Apartment,630,2,2,South Hackney,E9 7PJ
Linnet Court,670000,Flat / Apartment,920,2,2, Putney,SW15 6RJ
Hartismere Road,1250000,House,1828,4,4,Fulham,SW6 7UE
Ayr Court,350000,Flat / Apartment,422,1,1,Monks Drive,W3 0EA
Kings Drive,895000,House,1579,4,4,Thames Ditton,KT7 0TH
Fee Farm Road,1500000,House,2122,5,5, Esher,KT10 0JX
Trevor Square,4250000,House,1978,4,4,Knightsbridge,SW7 1DY
Gore Road,405000,Flat / Apartment,376,1,1,South Hackney,E9 7HR
Eleven Acre Rise,2750000,House,5310,5,5,Loughton,IG10 1AN
Southgate Road,1695000,House,2160,4,4,Islington,N1 3HX
Cross Street,850000,Flat / Apartment,770,2,2,Islington,N1 2BA
Television Centre,1295000,Flat / Apartment,924,2,2,101 Wood Lane,W12 7FT
80 Rainville Road,2750000,Flat / Apartment,1765,3,3,Hammersmith,W6 9HS
The Tower,2750000,Flat / Apartment,1539,3,3, Vauxhall,SW8 2DA
City Road,599950,Flat / Apartment,495,1,1,Clerkenwell,EC1V 2PY
Mulberry Court,1100000,Flat / Apartment,1461,3,3,1 School Mews,E1 0EW
Eton Avenue,4750000,House,2890,5,5,Belsize Park,NW3 3HL
Castelnau,2500000,House,3053,5,5,Barnes,SW13 9EW
Richard Burbidge Mansions,1250000,Flat / Apartment,1281,2,2,1 Brasenose Drive,SW13 8RB
Boat Race House,1650000,New development,1887,2,2,63 Mortlake High Street,SW14 8HL
Cathcart Road,6250000,House,3215,5,5,Chelsea,SW10 9NN
London House,5295000,Penthouse,2807,4,4, St John's Wood,NW8 7PX
Lanherne House,699950,Flat / Apartment,1087,3,3,9 The Downs,SW20 8JG
Studdridge Street,3100000,House,2885,6,6, Fulham,SW6 3SL
Spinnaker House,700000,Flat / Apartment,990,2,2, Battersea,SW18 1FR
Artillery Mansions,1600000,Flat / Apartment,1078,2,2, Westminster,SW1H 0HX
Huntingfield Road,625000,House,899,2,2,Putney,SW15 5ER
Briary Close,1895000,House,1975,5,5,Swiss Cottage,NW3 3JZ
Ladbroke Grove,485000,Flat / Apartment,454,1,1,Notting Hill,W11 1PG
Layer Gardens,2150000,House,2887,6,6,Ealing,W3 9PR
Faraday Lodge,565000,Flat / Apartment,895,2,2, Greenwich,SE10 0QL
Boat Race House,1850000,New development,1978,3,3,63 Mortlake High Street,SW14 8HL
Eglantine Road,1275000,House,1766,4,4,Wandsworth,SW18 2DD
Elsworthy Rise,1050000,New development,546,1,1,Primrose Hill,NW3 3DS
Well Road,6950000,New development,4295,5,5,Hampstead,NW3 1LH
Mandeville Courtyard,995000,Flat / Apartment,1115,2,2, Battersea,SW11 4NB
Hornsey Lane Gardens,1150000,Flat / Apartment,1346,3,3,Highgate,N6 5NY
Boat Race House,2200000,Penthouse,1715,2,2,63 Mortlake High Street,SW14 8HL
Boat Race House,1800000,Penthouse,1490,2,2,63 Mortlake High Street,SW14 8HL
Butler House,925000,New development,1033,3,3, Maida Vale,W9 2DP
Westbourne Terrace Road,1800000,Flat / Apartment,1441,3,3,Little Venice,W2 6NG
Packington Street,1000000,Flat / Apartment,923,2,2,Islington,N1 8RA
Vincent Close,1765000,House,3354,5,5,Esher,KT10 8AW
Horseshoe Court,835000,Flat / Apartment,744,2,2,11 Brewhouse Yard,EC1V 4JU
Jackson & Joseph Building,1900000,Flat / Apartment,2114,2,2,8 Princelet Street,E1 6QJ
Upper Richmond Road,540000,Flat / Apartment,615,2,2,Putney,SW15 2TX
Palm House,899950,Flat / Apartment,1025,3,3,70 Sancroft Street,SE11 5AH
Macaulay Road,5950000,House,6776,8,8,Clapham,SW4 0QX
Poppyfield House,460000,Flat / Apartment,767,2,2,Copperwood Place,SE10 8GD
Ormond House,730000,Flat / Apartment,626,2,2,Medway Street,SW1P 2TB
Blue Row Cottage,525000,House,833,3,3,Upshirebury Green,EN9 3ST
Carlton Hill,1195000,Flat / Apartment,839,2,2,St. John's Wood,NW8 0JY
Anhalt Road,3200000,House,2634,5,5,Battersea,SW11 4NZ
Clare Hill,2495000,House,4185,6,6,Esher,KT10 9NB
Hardman Road,699950,House,1037,3,3,Kingston upon Thames,KT2 6RH
Carew Road,500000,Flat / Apartment,955,2,2,Northwood,HA6 3NL
Seymour Road,1150000,House,1774,4,4,East Molesey,KT8 0PB
17 Lillie Square,2170000,New development,1083,3,3, Earls Court,SW6 1UE
Eagle Point,899995,Flat / Apartment,863,2,2, Old Street,EC1V 1AR
Norfolk Road,6395000,House,2944,3,3,St. John's Wood,NW8 6HE
Belgravia Court,1350000,Flat / Apartment,750,2,2,33 Ebury Street,SW1W 0NY
Icon Apartments,5000000,Penthouse,4004,4,4, Pimlico,SW1V 3JY
Queensmill Road,2300000,House,2713,6,6,Fulham,SW6 6JP
Welbeck House,6100000,Flat / Apartment,2625,5,5, Marylebone,W1G 9XE
Castlebar Hill,950000,House,968,2,2,Ealing,W5 1TD
St. George's Square,2325000,Penthouse,1895,4,4,Pimlico,SW1V 3QN
Ingram Avenue,17950000,House,14358,7,7,Hampstead Garden Suburb,NW11 6TL
Coleherne Court,1195000,Flat / Apartment,1039,3,3,Old Brompton Road,SW5 0EE
Airedale Avenue,2250000,House,1874,5,5,Chiswick,W4 2NW
Bridges Wharf,595000,Flat / Apartment,674,2,2, Battersea,SW11 3GZ
Quartz House,800000,Flat / Apartment,907,2,2, Ealing,W5 2XA
North Gate,3500000,Flat / Apartment,2423,4,4, St. John's Wood,NW8 7EJ
Burlington Gardens,3950000,House,4188,7,7,Chiswick,W4 4LT
Bentley Priory,700000,Flat / Apartment,1221,3,3, Stanmore,HA7 3FB
Oaklands Estate,500000,Flat / Apartment,945,4,4,Clapham,SW4 8AG
Kirby Street,950000,Flat / Apartment,870,2,2,Clerkenwell,EC1N 8TE
Carillon Court,470000,Penthouse,496,1,1, Shoreditch,E1 5EN
Petersham Road,2980000,House,3433,6,6,Richmond,TW10 7DA
Hopkinsons Place,1250000,Flat / Apartment,969,3,3,Primrose Hill,NW1 8TN
Reform Street,850000,House,1017,2,2,Battersea,SW11 5AJ
Tufton Court,1325000,Flat / Apartment,1167,3,3,Tufton Street,SW1P 3QH
The Knightsbridge Apartments,6950000,Flat / Apartment,1584,3,3,199 Knightsbridge,SW7 1RH
Hilliard Road,650000,House,1386,4,4,Northwood,HA6 1SP
St. Peters Square,3400000,House,2441,4,4,Hammersmith,W6 9AB
Drake House,1650000,Flat / Apartment,1189,2,2,76 Marsham Street,SW1P 4LY
The Belvedere,2750000,Flat / Apartment,2080,4,4, Chelsea,SW10 0XA
Wheatley Street,2200000,Flat / Apartment,1119,2,2,Marylebone,W1G 8PS
Ellerby Street,3875000,House,4095,7,7, Fulham,SW6 6EY
Colefax Building,475000,Flat / Apartment,542,1,1,23 Plumbers Row,E1 1EQ
